smiles,LogS
NC1=NC(=O)C2=C(N1)N=CC=N2,-3.97
CC(=O)NC(=O)COC(=O)C1=CC=CC=C1,-2.4
O=C1NC2=C(NC1=O)N=CN=C2,-2.69
CC(=O)OC1=CC=C(C=C1)\C=N\NC(N)=O,-2.84
O=C1NC2=C(N=C1)C(=O)NC=N2,-2.82
CN(C)C1=NC2=C(C=NC=N2)N=C1,-0.09
CN(C)C1=NC2=C(C=N1)N=CC=N2,0.36
O=C1NC2=C(N=CNC2=O)N=C1,-2.96
O=C1NC(=O)C2=C(N1)N=CC=N2,-2.12
OCC1=C(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,-5.15
CCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-2.91
CCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-6.19
CN(C)C1=NC=NC2=C1N=CC=N2,-1.03
O=C(COC(=O)C1=CC=CC=C1)N2CCCCC2,-2.5
CCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.57
CCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-1.66
CSC1=NC(=NC(=N1)N=[N]#N)NC(C)C,-3.48
CSC1=NC2=C(C=NC=N2)N=C1,-1.55
OC(=O)COC1=CC(=C(Cl)C(=C1)Cl)Cl,-2.94
CCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.14
CCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-3.52
CCC(CC)C(=O)OC1=C(C=CC=C1)C(O)=O,-1.84
OC(=O)COC1=C(Cl)C(=CC(=C1)Cl)Cl,-3.0
OC(=O)COC1=C(Cl)C=C(Cl)C=C1Cl,-3.01
CNC(=O)OC1=C(OC(CCl)OC)C=CC=C1,-2.3
C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C,-1.62
O=C(COC(=O)C1=CC=CC=C1)NC2CCCCC2,-3.9
CC(=O)NC1=CC=C(C=C1)\C=N\NC(N)=S,-3.43
OC(=O)COC1=C(Cl)C(=CC=C1Cl)Cl,-2.62
CC1=NC2=C(C=N1)N=C(C)C(=N2)C,-1.15
OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O,-0.9
CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2O,-4.4
O=C(C1=CC=CC=C1)C2=NC=CC=C2,-2.02
CCCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-2.11
OC(=O)CCCOC1=CC(=C(Cl)C=C1Cl)Cl,-3.83
CN(C(C)=O)C(=O)COC(=O)C1=CC=CC=C1,-2.87
CCCC(=N\OCC)/C1=C(O)CC(CC1=O)C2CCCSC2,-3.58
CCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-3.37
CC(=O)OC1=CC2=C(C=CC=C2)C=C1,-3.44
CCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,-5.72
CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1,-2.28
CCC1(CCC(=O)N(CO)C1=O)C2=CC=CC=C2,-1.66
O=C(COC(=O)C1=CC=CC=C1)N2CCCCCC2,-2.54
CCCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-4.17
CC1=CC=C(OC2=CC=C(C)C=C2)C=C1,-4.85
COCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-1.69
OCN1C(=O)OC2=CC=C(Cl)C=C12,-2.7
CC(=O)[N]1N=CC2=C1N=CNC2=O,-2.38
ClC1=CC(=CC(=C1)C2(CO2)CC(Cl)(Cl)Cl)Cl,-5.25
CCN(CC)C(=O)CSC1=CC=C(Cl)N=N1,-1.72
CC1=NC2=C(N=C1C)C(=O)NC=N2,-2.29
CC12CCC(=O)C=C1C=CC3C2CCC4(C)C3CCC4(O)CCC(O)=O,-5.17
CC(=O)OC1=CC2=C(NC(=O)C2)C=C1,-1.54
CCC1=NC2=C(N=CN=C2)N=C1CC,-0.18
OC1=CC=C(C=C1)N=NC2=CC=CC=C2,-3.34
NC(=N)NC(=O)C1=NC(=C(N)N=C1N)Cl,-2.87
COC1=C(OC)C(=C(Cl)C(=C1Cl)Cl)Cl,-5.24
CC1=NC2=C(NC1=O)N=CNC2=O,-2.2
CCNC1=NC(=NC(=N1)NCC(=O)OCC)Cl,-2.94
CCN(CC)CCOC(=O)C1=CC=C(NC(C)=O)C=C1,-1.65
ClCC(=O)C1=CC=C(NN=C(C#N)C#N)C=C1,-3.19
CCCCCOC(=O)C(N)CC1=CC(=C(O)C=C1)O,-0.99
CCC(CC)(C(=O)NC(N)=O)C(=O)OCC1=CC=CC=C1,-3.66
CCCCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.44
CN(C1CCCCC1)C(=O)COC(=O)C2=CC=CC=C2,-3.29
NC1=NC(=O)C2=C(N1)N=CC(=O)N2,-3.86
O=C1NC(=O)C2=C(N1)NC(=O)C=N2,-3.34
CCC1CCCCN1C(=O)COC(=O)C2=CC=CC=C2,-2.72
CCCCCCCC(=O)OCN1C(=O)NC=C(F)C1=O,-3.29
O=C1NC=NC2=C1NC(=O)C(=O)N2,-3.69
CCC(C(=O)NC(N)=O)(C(=O)OC)C1=CC=CC=C1,-2.75
CCO[P](=S)(OCC)SCC(=O)NC(C)C,-2.06
COCC(C)OC(=O)OC1=CC=C(NC(C)=O)C=C1,-2.48
CCCCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.32
OCN1C=NC2=C(C=N[N]2CO)C1=O,-1.72
CCC(=O)[N]1N=CC2=C1N=CNC2=O,-2.81
CC(C)CN(CC(C)C)C(=O)COC(=O)C1=CC=CC=C1,-3.56
CCCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,-6.89
CC(=O)C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,-1.17
C[N]1C=NC2=C1C(=NC(=O)N2)NCCO,0.08
CNC(=O)N(C)C1=NN=C(S1)C(C)(C)CCl,-2.47
CCOC(=O)CNC1=NC(=NC(=N1)NC(C)C)Cl,-2.56
ClC1=CC2=C(C=C1)C=C(Cl)C(=C2)Cl,-7.14
CC(O)CN(CC(C)O)C(=O)COC(=O)C1=CC=CC=C1,-1.18
CCCCCCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.53
CCC1(C(=O)NC(=S)NC1=O)C2=CC=CC=C2,-3.58
CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C,-4.6
S=C=NC1=CC=C(C=C1)C2=CC=CC=C2,-4.85
NC1=CC(=C(C=C1)C(O)=O)[S](O)(=O)=O,-1.86
NC(CC1=CC(=C(O)C=C1)O)C(=O)OC2CCCCC2,-1.27
OC(=O)COC1=C(Cl)C(=C(Cl)C=C1Cl)Cl,-3.41
CCCC(=O)[N]1N=CC2=C1N=CNC2=O,-3.27
CCC1=NC2=C(N=C(N)N=C2)N=C1CC,-3.04
OC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,-3.73
CCC1=NC2=C(N=C1CC)C(=NC=N2)N,-2.93
CCN(CC)[S](=O)(=O)C1=CC=C(N)C=C1,-2.63
CC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.76
CCN1C(=O)N(C)C2=C([N](C)C=N2)C1=O,-0.72
CC(=O)OC1=CC=C(C=C1)C2=CC=CC=C2,-4.4
OC1=CC(=C(C=C1)N=NC2=CC=CC=C2)O,-3.03
CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(CCC4(C)C3CCC12C)C(O)=O,-8.76
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(O)=O,-4.5
CCC1=NC2=C(N=C1CC)C(=O)NC=N2,-1.91
OCC1OC(CC1O)N2C=C(C(=O)NC2=O)C(F)(F)F,-0.71
CN1C(=O)N(C)C2=C([N](CO)C=N2)C1=O,-0.41
CC1=CC=CC=C1N=NC2=CC=C(N)C(=C2)C,-4.51
NC1=NC(=O)C2=C(N1)NC(=O)C(=O)N2,-5.17
CCC1(C(=O)NC(=O)N(CO)C1=O)C2=CC=CC=C2,-1.6
CC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-2.15
O=C1NC(=O)C2=C(N1)NC(=O)C(=O)N2,-4.06
CC(=O)OC(C1=CC=C(Cl)C(=C1)Cl)C(Cl)(Cl)Cl,-3.83
CC(C)C1(C)N=C(NC1=O)C2=NC=CC=C2C(O)=O,-1.36
CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,-3.48
OC1CCN2C(=O)C3=C(C=CC=C3)N=C12,-2.1
CCC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,0.02
CCCN1C(=O)N(C)C2=C([N](C)C=N2)C1=O,-1.21
CCC1=C(NC(=O)N1)C(=O)C2=CC=NC=C2,-1.99
CC(=O)NC(CC1=CC=C(OC(C)=O)C=C1)C(N)=O,-1.9
FC(F)(F)C1=NC2=C([NH]1)C=CC(=C2Cl)Cl,-3.57
CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,-4.6
CCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-2.39
O[S](=O)(=O)OCCOC1=C(Cl)C=C(Cl)C=C1,-0.06
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(O)=O,-1.04
CC1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,-5.06
CCC1=NC2=C(N=C1CC)C(=NC(=N2)N)N,-3.27
CCC1=NC2=C(N=C1CC)C(=NC(=O)N2)N,-3.55
CCC1=NC2=C(N=C1CC)C(=O)NC(=N2)N,-4.28
CC1=CC=CC2=C1C=CC3=CC=CC=C23,-5.85
ClC1=CC=C(Cl)C2=C1C=C(Cl)C(=C2)Cl,-7.52
CCC1=NC2=C(N=C1CC)C(=O)NC(=O)N2,-2.39
CCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-2.69
COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(=C1)\C=C\CO,-1.87
ClC1=CC(=CC(=C1)Cl)C2=C(Cl)C=CC=C2,-6.3
NC1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,-4.09
OC(=O)COC1=C(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,-3.75
ClC1=CC2=C(C(=CC=C2Cl)Cl)C(=C1)Cl,-7.51
CCCCCCC(C(C)O)[N]1C=NC2=C1N=CN=C2N,-2.25
COCC1(C)OC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl,-4.66
NC(=O)C1=C[N](CC2=C(F)C=CC=C2F)N=N1,-3.5
ClC1=CC=CC(=C1)N(C2CCOC2=O)C(=O)C3CC3,-2.69
OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)O,-3.54
COC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2,-2.08
OC(=O)C1=C(Cl)C=CC2=C1N=CC(=C2)Cl,-3.57
COC1=C(C)C=C(C=C1)C(=O)C2=CC(=CC=C2)C,-5.08
[NH]1C2=C(N=CN=C2)N=C1C3=CC=CC=C3,-3.06
O=C(NNC(=O)C1=CC=NC=C1)C2=CC=CC=C2,-2.54
BrC1=C(C=CC2=CC=CC=C12)N=C=S,-4.32
CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC(C)=O,-2.78
FCCOC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,-5.01
CC(COC1=CC=CC=C1)NC(C)C(O)C2=CC=C(O)C=C2,-1.53
O=C(COC(=O)C1=CC=CC=C1)N(C2CCCCC2)C3CCCCC3,-5.06
CN1C(=O)N(C)C2=C([N](C=N2)C(C)=O)C1=O,-1.4
S=C(NNC1=CC=CC=C1)N=NC2=CC=CC=C2,-6.61
CCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-3.1
CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,-2.32
C1C2=CC=CC3=CC=C4C=CC=C1C4=C23,-5.24
O=C(C1=CC=CC=C1)C2=CC=CC(=C2)N=C=S,-5.4
CCOC(=O)CN(C(=O)CCl)C1=C(CC)C=CC=C1CC,-3.47
OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)Cl,-5.3
CC1=C(CC(O)=O)SC2=C1C=CC(=C2)Cl,-3.84
NC1=CC2=C(C=C1)C=C(C=C2)[S](O)(=O)=O,-3.27
OC1=CC(=C(C(=C1)O)C(=O)C2=CC=CC=C2)O,-1.87
O=C(CC1=CC=CC=C1)NNC(=O)C2=CC=NC=C2,-2.47
NC1=CC2=C(C=C1)C=CC(=C2)[S](O)(=O)=O,-3.05
CC1=NC(=C(S1)C(=O)NC2=CC=CC=C2)C,-1.73
ClC1=CC=C(OC2=C(Cl)C=CC=C2Cl)C=C1,-5.91
CCCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-3.63
NC1=CC=CC2=C1C=CC(=C2)[S](O)(=O)=O,-2.24
COC1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,-4.8
ClC1=CC(=C(OC2=CC=CC=C2)C(=C1)Cl)Cl,-6.11
COC1=CC=C2C3CC4=C5C(=C(OC)C=C4)OC1C25CCN3C,-2.66
NC1=CC(=CC2=C1C=CC=C2)[S](O)(=O)=O,-2.34
OC(=O)C1=C(C=CC=C1)C(=O)NC2=CC=CC=C2,-4.08
ClC1=CC=C(Cl)C(=C1Cl)OC2=CC=CC=C2,-5.95
CC1=C(C=CC=C1)C(=O)NNC(=O)C2=CC=NC=C2,-2.73
CCN1CCN2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.5
CCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.1
NC1=CC2=C(C=C1)C(=CC=C2)[S](O)(=O)=O,-2.75
NC1=CC2=C(C=CC=C2[S](O)(=O)=O)C=C1,-2.57
CC12CCC3=C(C=CC4=C3C=CC(=C4)O)C1CCC2O,-4.64
CC(C1CC1)C(O)(C[N]2C=NC=N2)C3=CC=C(Cl)C=C3,-3.32
CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,-3.37
NC1=CC=CC2=C1C=CC=C2[S](O)(=O)=O,-2.35
NC1=CC=C(C2=C1C=CC=C2)[S](O)(=O)=O,-2.91
O=C1COC2(CCN(CCC3=C[NH]C4=C3C=CC=C4)CC2)CN1,-2.99
CSC(=O)C1(OC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-6.22
CC(=O)OC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,-4.14
CC1CN(C)C(C)C2=NC3=C(C=CC=C3)C(=O)N12,-2.09
NC1=CC=CC2=C1C(=CC=C2)[S](O)(=O)=O,-3.07
OC(=O)C1=CC(=O)C2=C(O1)C=C3CCCCC3=C2,-1.05
O=C(OC1=CC=CC(=C1)N=C=S)C2=CC=CC=C2,-4.85
COC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.24
CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O,-3.41
CC(C)OC1=CC=CC(=C1)NC(=O)C2=C(C)C=CC=C2,-4.33
CN1C(=O)N(C)C2=C([N](COC(C)=O)C=N2)C1=O,-1.83
CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,-1.7
O=C(OC1=CC=CC(=C1)N=C=S)C2=CC=CN=C2,-4.3
CC[S](=O)(=O)C1=NN=C(S1)N(C)C(=O)NC,-1.95
CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,-2.83
CCCCCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,-4.62
CCCN1CCN2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.31
CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,-1.27
ClC1=CC=C(C=C1)C2=C(Cl)C(=CC(=C2)Cl)Cl,-6.77
CCCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.53
ClC1=CC(=CC=C1)C2=C(Cl)C(=C(Cl)C=C2)Cl,-6.77
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC12C,-4.24
ClC1=CC=C(C=C1Cl)C2=C(Cl)C=CC=C2Cl,-7.02
ClC1=CC(=CC=C1)C2=C(Cl)C=C(Cl)C=C2Cl,-7.15
ClC1=CC=C(C(=C1)Cl)C2=C(Cl)C(=CC=C2)Cl,-6.68
OC(=O)C1CC[N]2C1=CC=C2C(=O)C3=CC=CC=C3,-1.65
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,-1.22
CCOC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.86
ClC1=CC(=C(Cl)C(=C1)Cl)C2=CC=CC=C2Cl,-6.23
CCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.65
CCN1CC(C)N2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.46
CC(=O)OC1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1,-4.44
CCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.3
C[N]1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,-0.56
CO[P](=S)(OC)SCC1=NC(=NC(=N1)N)N,-3.07
CC(=O)C1=CC=CC(=C1)NC2=CC=CC=C2C(O)=O,-4.86
ClC1=CC=CC(=C1Cl)C2=C(Cl)C=CC=C2Cl,-6.3
ClC1=CC=C(Cl)C(=C1Cl)C2=CC=CC=C2Cl,-6.3
OCCN1C=CC(=O)C(=C1C(O)C2=CC=CC=C2)O,-2.82
ClC1=C(Cl)C=C(OC2=CC=C(Cl)C(=C2)Cl)C=C1,-6.98
CCC1=CC=CC2=C1[NH]C3=C2CCOC3(CC)CC(O)=O,-3.31
C[S](=O)(=O)NC1=NN=C(S1)[S](N)(=O)=O,-1.68
CNC1CCC(C2=CC(=C(Cl)C=C2)Cl)C3=C1C=CC=C3,-5.23
N#CC(=NNC1=CC=C(C=C1)N=NC2=CC=CC=C2)C#N,-4.92
ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1,-7.35
ClC1=CC(=CC(=C1)OC2=CC=C(Cl)C(=C2)Cl)Cl,-7.32
CCCCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.12
NC(CC1=CC(=C(O)C=C1)O)C(=O)OCC2=CC=CC=C2,-1.81
ClC1=CC=C(OC2=CC(=C(Cl)C=C2)Cl)C(=C1)Cl,-7.0
ClC1=CC=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=C1,-7.04
CO[P](=S)(NC(C)C)OC1=C(Cl)C=C(Cl)C=C1,-4.8
ClC1=CC=C(OC2=CC(=CC(=C2)Cl)Cl)C(=C1)Cl,-7.14
ClC1=CC=C(Cl)C(=C1)OC2=CC=C(Cl)C(=C2)Cl,-7.07
ClC1=CC=C(OC2=CC=C(Cl)C(=C2Cl)Cl)C=C1,-7.01
CCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-2.46
ClC1=CC=C(OC2=CC(=CC(=C2Cl)Cl)Cl)C=C1,-7.14
ClC1=C(Cl)C=C(OC2=CC=CC(=C2Cl)Cl)C=C1,-6.9
CN1C(=O)N(C)C2=C([N](COC(=O)C(C)(C)C)C=N2)C1=O,-2.17
ClC1=CC=CC(=C1)OC2=CC(=C(Cl)C=C2Cl)Cl,-7.27
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C=C1,-6.83
ClC1=CC=CC(=C1)OC2=CC=C(Cl)C(=C2Cl)Cl,-7.09
ClC1=CC=C(OC2=C(Cl)C=CC(=C2)Cl)C(=C1)Cl,-6.77
CCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.45
ClC1=C(Cl)C=C(OC2=C(Cl)C=CC=C2Cl)C=C1,-6.56
ClC1=CC(=C(OC2=CC=CC(=C2Cl)Cl)C=C1)Cl,-6.65
CCCN1CC(C)N2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.24
ClC1=CC=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1,-6.64
CCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.86
ClC1=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=CC=C1,-7.0
ClC1=CC=C(OC2=C(Cl)C=CC=C2)C(=C1Cl)Cl,-6.74
CC1CN(CCO1)[S](=O)(=O)NC(=O)NCC2CC3CC2C=C3,-2.26
ClC1=C(Cl)C(=C(Cl)C(=C1)OC2=CC=CC=C2)Cl,-7.52
COC(=O)C1(O)C2=C(C=CC=C2)C3=C1C=C(Cl)C=C3,-4.18
OC1C(O)C(O)C2C(NC(=O)C3=C(O)C4=C(OCO4)C=C23)C1O,-3.8
ClC1=C(Cl)C(=C(OC2=CC=CC=C2)C(=C1)Cl)Cl,-7.06
CC1CCC2=CC(=CC3=C2N1C=C(C(O)=O)C3=O)F,-3.74
ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=CC=CC=C2,-7.02
O=C1OC(=NC2=C1C=CC=C2)C3=CC=CC=C3,-4.61
CCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.93
CCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.37
CN(CC(=O)NC1=NN=C(S1)[S](N)(=O)=O)C(N)=N,-1.14
OC(=O)CCC(=O)OCN1C(=O)OC2=CC=C(Cl)C=C12,-3.41
CCO[P](=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C,-4.76
CCC1COC(C[N]2C=NC=N2)(O1)C3=CC=C(Cl)C=C3Cl,-3.61
C=CC1CN2CCC1CC2C(=O)C3=CC=NC4=C3C=CC=C4,-3.19
ClC1=CC(=CC(=C1)Cl)C2=CC(=C(Cl)C=C2Cl)Cl,-7.47
ClC1=CC(=C(Cl)C=C1)C2=CC(=C(Cl)C(=C2)Cl)Cl,-7.32
CC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1CCCC4,-6.75
ClC1=CC(=C(C(=C1)Cl)C2=CC=C(Cl)C(=C2)Cl)Cl,-7.91
CCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.64
CC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(C)=O,-2.54
ClC1=CC=CC(=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl,-7.41
ClC1=CC(=C(C(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl)Cl,-7.92
ClC1=CC=C(C=C1)C2=C(Cl)C(=C(Cl)C=C2Cl)Cl,-7.95
ClC1=CC=C(C(=C1)Cl)C2=C(Cl)C(=CC(=C2)Cl)Cl,-7.82
CN1N=C(SC1=N[S](C)(=O)=O)[S](N)(=O)=O,-2.05
COC(=O)C1=C(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C=CC=C1,-0.74
ClC1=CC=C(C=C1)C2=C(Cl)C(=CC(=C2Cl)Cl)Cl,-7.88
ClC1=CC=CC(=C1Cl)C2=CC=C(Cl)C(=C2Cl)Cl,-7.05
ClC1=CC(=CC(=C1)Cl)C2=C(Cl)C(=CC=C2Cl)Cl,-7.95
ClC1=CC=C(Cl)C(=C1)C2=C(Cl)C=C(Cl)C=C2Cl,-7.47
ClC1=CC(=C(Cl)C(=C1)C2=C(Cl)C(=CC=C2)Cl)Cl,-6.96
ClC1=CC(=C(C(=C1)Cl)C2=CC=CC(=C2Cl)Cl)Cl,-7.4
ClC1=CC(=CC=C1)C2=C(Cl)C(=CC(=C2Cl)Cl)Cl,-7.76
ClC1=CC=C(SC2=CC(=C(Cl)C=C2Cl)Cl)C=C1,-7.03
ClC1=C(Cl)C(=C(C=C1)C2=C(Cl)C=CC=C2Cl)Cl,-6.78
CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C3CCCC3)C1=O,-4.96
CC1=C(C)C(=NO1)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.19
CCCC1=C2CCCCC2=CC3=C1OC(=CC3=O)C(O)=O,-1.9
OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-3.3
CCCCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-3.0
ClC1=CC=CC=C1C2=C(Cl)C(=CC(=C2Cl)Cl)Cl,-7.4
ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,-8.25
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=CC=C5)C#C,-7.75
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C=C1Cl,-7.83
CC1CC2C3CCC(O)(C(=O)COC(=O)CCC(O)=O)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,-4.2
ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,-7.89
O=C1NC=NC2=C1C=N[N]2C(=O)C3=CC=CC=C3,-4.23
ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C=C(Cl)C(=C2)Cl,-8.06
ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC=C(Cl)C(=C2)Cl,-7.83
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl,-7.61
ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-7.86
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1,-8.06
ClC1=CC(=C(OC2=CC=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl,-7.62
CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1Cl)[N]2C=NC=N2,-4.56
NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)NC=C2,-3.55
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C(=C1)Cl,-7.44
ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C=C(Cl)C(=C2)Cl,-7.56
ClC1=CC=C(OC2=C(Cl)C(=CC(=C2)Cl)Cl)C(=C1)Cl,-7.64
ClC1=CC=C(OC2=C(Cl)C(=CC=C2Cl)Cl)C=C1Cl,-7.35
ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2Cl)Cl)C=C1,-7.77
CCCCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-3.45
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C(=C1)Cl,-7.33
ClC1=C(Cl)C(=CC=C1)OC2=C(Cl)C=C(Cl)C(=C2)Cl,-7.48
ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-7.7
NC(=N)C1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)C(N)=N,-1.77
ClC1=C(Cl)C(=CC=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-7.38
ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C=C1,-7.76
ClC1=CC=C(C=C1)N2N=NC3C4CC(C5N=NC45)C23,-4.87
ClC1=CC=C(OC2=C(Cl)C(=CC=C2Cl)Cl)C(=C1)Cl,-7.24
ClC1=CC=CC(=C1OC2=C(Cl)C=C(Cl)C(=C2)Cl)Cl,-7.12
ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC=C2Cl)C=C1)Cl,-7.23
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCOC(=O)CN,-1.98
CN(C)[S](=O)(=O)NC1=NN=C(S1)[S](N)(=O)=O,-2.68
