,C_ID,Name,InChIKey,SMILES,CAS,LogS
607,A-608,,RGXWDWUGBIJHDO-UHFFFAOYSA-N,O=C(OCC)CCCCCCCCC,,-4.1
608,A-609,,RHIROFAGUQOFLU-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)oc1c(Cl)c(Cl)c(Cl)c(Cl)c21,,-11.522879
609,A-610,,RIGBPMDIGYBTBJ-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C)cc1,,-4.21
610,A-611,,RIZMRRKBZQXFOY-UHFFFAOYSA-N,S=P(SCSP(=S)(OCC)OCC)(OCC)OCC,,-5.54
611,A-612,,RJKGJBPXVHTNJL-UHFFFAOYSA-N,O=[N+]([O-])c1c2c(ccc1)cccc2,,-3.58886
612,A-613,,RJMIEHBSYVWVIN-UHFFFAOYSA-N,O=C(O)C(C)c1ccc(N2C(=O)c3c(cccc3)C2)cc1,,-4.308
613,A-614,,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,Clc1c(NC(=O)c2c(O)ccc(Cl)c2)ccc([N+](=O)[O-])c1,,-4.7
614,A-615,,RJNJWHFSKNJCTB-UHFFFAOYSA-N,O=C(NCc1ccccc1)N,,-0.95
615,A-616,,RJTJVVYSTUQWNI-UHFFFAOYSA-N,C(C)c1cc2c(cc1)cccc2,,-4.29
616,A-617,,RJUFJBKOKNCXHH-UHFFFAOYSA-N,O=C(OC)CC,,-0.14
617,A-618,,RKUNBYITZUJHSG-LGGPCSOHSA-N,O=C(OC1CC2N(C)C(C1)CC2)[C@H](CO)c1ccccc1,,-1.724
618,A-619,,RKWGIWYCVPQPMF-UHFFFAOYSA-N,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,,-3.12561
619,A-620,,RLBIQVVOMOPOHC-UHFFFAOYSA-N,S=P(OC)(OC)Oc1ccc([N+](=O)[O-])cc1,,-3.68
620,A-621,,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,O=c1n(n(C)c(C)c1N)c1ccccc1,,-0.62
621,A-622,,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OCc1cc(Oc2ccccc2)ccc1)Cl,,-6.29
622,A-623,,RLPGDEORIPLBNF-UHFFFAOYSA-N,C(C(C)C)(C(C)C)C,,-4.8
623,A-624,,RLSSMJSEOOYNOY-UHFFFAOYSA-N,Oc1cc(C)ccc1,,-0.68
624,A-625,,RMBFBMJGBANMMK-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)ccc([N+](=O)[O-])c1,,-2.82
625,A-626,,RMOUBSOVHSONPZ-UHFFFAOYSA-N,O=COC(C)C,,-0.63
626,A-627,,RNFNDJAIBTYOQL-UHFFFAOYSA-N,ClC(Cl)(Cl)C(O)O,,0.72
627,A-628,,RNVCVTLRINQCPJ-UHFFFAOYSA-N,Nc1c(C)cccc1,,-0.85
628,A-629,,RNWGZXAHUPFXLL-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=O)OCc2cc1,,-2.651
629,A-630,,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1c(Cl)c(c2c(Cl)cc(Cl)c(Cl)c2)ccc1Cl,,-8.320027
630,A-631,,RQVYBGPQFYCBGX-UHFFFAOYSA-N,S(C)c1nc(NC(C)C)nc(NCC)n1,,-3.04
631,A-632,,RQZAXGRLVPAYTJ-UHFFFAOYSA-N,O=C(OC1(C(=O)C)C2(C)C(C3C=C(C)C4=CC(=O)CCC4(C)C3CC2)CC1)C,,-5.35
632,A-633,,RRNIZKPFKNDSRS-UHFFFAOYSA-N,S(=O)(=O)(NCCSP(=S)(OC(C)C)OC(C)C)c1ccccc1,,-4.2
633,A-634,,RSDMFNVRFBIYRK-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1CCC1,,-1.609
634,A-635,,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,,-1.59
635,A-636,,RTZKZFJDLAIYFH-UHFFFAOYSA-N,O(CC)CC,,-0.09
636,A-637,,RTZZCYNQPHTPPL-UHFFFAOYSA-N,O=[N+]([O-])c1cc(O)ccc1,,-1.01
637,A-638,,RVCTZJVBWNFYRU-UHFFFAOYSA-N,Brc1c([N+](=O)[O-])cc(C(=O)O)cc1,,-2.966
638,A-639,,RWLALWYNXFYRGW-UHFFFAOYSA-N,OC(C(CO)CC)CCC,,-0.54
639,A-640,,RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,,-4.914971
640,A-641,,RWRDLPDLKQPQOW-UHFFFAOYSA-N,N1CCCC1,,1.15
641,A-642,,RXKNNAKAVAHBNK-UHFFFAOYSA-N,O=[N+]([O-])c1cc[n+]([O-])cc1,,-0.68825
642,A-643,,RXQCEGOUSFBKPI-UHFFFAOYSA-N,O=[N+]([O-])c1cc(N)c(OCCC)cc1,,-3.159
643,A-644,,RZFZBHKDGHISSH-UHFFFAOYSA-N,Clc1c(c(Cl)cc(Cl)c1)c1ccc(Cl)cc1,,-6.940002
644,A-645,,RZILCCPWPBTYDO-UHFFFAOYSA-N,FC(F)(F)c1cc(NC(=O)N(C)C)ccc1,,-3.43
645,A-646,,RZTAMFZIAATZDJ-UHFFFAOYSA-N,Clc1c(Cl)cccc1C1C(=C(C)NC(=C1C(=O)OC)C)C(=O)OCC,,-5.682
646,A-647,,RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1c2c(C(=O)c3c1cccc3)cccc2,,-5.19
647,A-648,,SAOKZLXYCUGLFA-UHFFFAOYSA-N,O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC,,-5.064
648,A-649,,SBPBAQFWLVIOKP-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1,,-5.513696
649,A-650,,SBYAVOHNDJTVPA-UHFFFAOYSA-N,O=C(NCC(C)C)N1C(=O)NCC1,,-2.15
650,A-651,,SBZXBUIDTXKZTM-UHFFFAOYSA-N,O(CCOC)CCOC,,0.88
651,A-652,,SDDBCEWUYXVGCQ-UHFFFAOYSA-N,Cc1c2c(c(C)ccc2)ccc1,,-4.74
652,A-653,,SDKQRNRRDYRQKY-UHFFFAOYSA-N,O=C(Oc1c(C2OCCO2)cccc1)NC,,-1.57
653,A-654,,SDOJHDGZFOGOFD-UHFFFAOYSA-N,Cc1c(C)c2c(c3c1c1c(cc3)cccc1)cccc2,,-7.009999
654,A-655,,SECXISVLQFMRJM-UHFFFAOYSA-N,O=C1N(C)CCC1,,1.0
655,A-656,,SGEJQUSYQTVSIU-UHFFFAOYSA-N,S(C(=O)N(CCCC)CC)CCC,,-3.37896
656,A-657,,SGMHGVVTMOGJMX-UHFFFAOYSA-N,SCC(=O)Nc1cc2c(cc1)cccc2,,-3.337
657,A-658,,SGUAFYQXFOLMHL-UHFFFAOYSA-N,O=C(N)c1c(O)ccc(C(O)CNC(CCc2ccccc2)C)c1,,-1.3
658,A-659,,SJNIEBAPMPLYAB-UHFFFAOYSA-N,Clc1c(=O)oc2c(c1C)cc(OP(=S)(OCC)OCC)cc2,,-5.38
659,A-660,,SJRJJKPEHAURKC-UHFFFAOYSA-N,CN1CCOCC1,,1.0
660,A-661,,SKGXYFVQZVPEFP-UHFFFAOYSA-N,Clc1c(Cl)c2Oc3c(Oc2cc1Cl)cc(Cl)cc3,,-8.890084
661,A-662,,SKIVFJLNDNKQPD-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)C)c1ccc(N)cc1,,-1.35405
662,A-663,,SKKTUOZKZKCGTB-UHFFFAOYSA-N,O=C(OCCCC)N,,-0.66
663,A-664,,SLAMLWHELXOEJZ-UHFFFAOYSA-N,O=[N+]([O-])c1c(C(=O)O)cccc1,,-1.474
664,A-665,,SLGBZMMZGDRARJ-UHFFFAOYSA-N,c12c(c3c(c4c1cccc4)cccc3)cccc2,,-6.74
665,A-666,,SLXKOJJOQWFEFD-UHFFFAOYSA-N,O=C(O)CCCCCN,,-0.97469
666,A-667,,SLZWBCGZQRRUNG-UHFFFAOYSA-N,O=C(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)NC,,-4.24
667,A-668,,SMDHCQAYESWHAE-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,,-5.53
668,A-669,,SMQUZDBALVYZAC-UHFFFAOYSA-N,O=Cc1c(O)cccc1,,-0.86
669,A-670,,SNHRLVCMMWUAJD-SUYDQAKGSA-N,F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CCCC)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,,-4.9073
670,A-671,,SNHRLVCMMWUAJD-UHFFFAOYSA-N,FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(OC(=O)CCCC)(C(=O)CO)C(C)C1)CC2O,,-4.71
671,A-672,,SNICXCGAKADSCV-UHFFFAOYSA-N,CN1C(c2cnccc2)CCC1,,0.79
672,A-673,,SNIOPGDIGTZGOP-UHFFFAOYSA-N,O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],,-2.22
673,A-674,,SNWQKAWITMVCQW-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)C)c1ccc(NC(=O)c2c(C(=O)O)cccc2)cc1,,-2.517
674,A-675,,SONNWYBIRXJNDC-VIFPVBQESA-N,O[C@@H](CNC)c1cc(O)ccc1,,0.58
675,A-676,,SPANOECCGNXGNR-UHFFFAOYSA-N,ClC(=CCl)CSC(=O)N(C(C)C)C(C)C,,-4.06988
676,A-677,,SPFYMRJSYKOXGV-UHFFFAOYSA-N,Fc1c(N2CCN(CC)CC2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,,-3.1811
677,A-678,,SPSSULHKWOKEEL-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,,-3.22
678,A-679,,SSLKKMZJCJBOML-UHFFFAOYSA-N,Clc1nnc(SCC(=O)N(CC)CC)cc1,,-1.72
679,A-680,,STCOOQWBFONSKY-UHFFFAOYSA-N,P(=O)(OCCCC)(OCCCC)OCCCC,,-2.846
680,A-681,,SUSRORUBZHMPCO-UHFFFAOYSA-N,Clc1c(Oc2cc(C(=O)OC)c([N+](=O)[O-])cc2)ccc(Cl)c1,,-6.0
681,A-682,,SVFKQHLOBRUZGV-UHFFFAOYSA-N,O=c1n(C)c2c(n(CC)c3ncccc13)nccc2,,-2.62
682,A-683,,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,O=C(C(C)C)C,,-0.12
683,A-684,,SZYWFOPNFNROQB-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c2nsnc12,,-4.98
684,A-685,,TUNFSRHWOTWDNC-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCC,,-5.33
685,A-686,,TVMXDCGIABBOFY-UHFFFAOYSA-N,C(CCCC)CCC,,-5.24
686,A-687,,TXCDCPKCNAJMEE-UHFFFAOYSA-N,o1c2c(c3c1cccc3)cccc2,,-4.51267
687,A-688,,TXVHTIQJNYSSKO-UHFFFAOYSA-N,c12c3c4c5c(c1cccc2ccc3ccc4)cccc5,,-7.799998
688,A-689,,TYHHDWAHJRRYCU-UHFFFAOYSA-N,O=[N+]([O-])c1c(OCC(=O)O)cccc1,,-2.014
689,A-690,,TYMLOMAKGOJONV-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(N)cc1,,-2.37
690,A-691,,TZFWDZFKRBELIQ-UHFFFAOYSA-N,Clc1cc2[nH]c(=O)oc2cc1,,-2.77605
691,A-692,,TZIHFWKZFHZASV-UHFFFAOYSA-N,O=COC,,0.58
692,A-693,,TZYQTWHRLVDYPL-UHFFFAOYSA-N,O=C1N=CN=CC1,,0.59
693,A-694,,UAYYWDWWESZIPA-UHFFFAOYSA-N,Fc1c(N2CC(N)(C)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,,-5.616
694,A-695,,UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c1ccccc1,,-3.75
695,A-696,,UCIUVGVKELKZSD-UHFFFAOYSA-N,O=C(N(CCO)CCO)COC(=O)c1ccccc1,,0.43
696,A-697,,UCMIRNVEIXFBKS-UHFFFAOYSA-N,O=C(O)CCN,,0.999479
697,A-698,,UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)Cl,,-6.899998
698,A-699,,UCTWMZQNUQWSLP-UHFFFAOYSA-N,OC(CNC)c1cc(O)c(O)cc1,,-0.962
699,A-700,,UDUNORRTIFRHKX-UHFFFAOYSA-N,ClC1=C(NC2C=C(CC(=O)OCC(=O)NC(C(=O)OC)C(C)C)C=CC=C2)C(Cl)C=CC=C1,,-1.59908
700,A-701,,UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C1C(N2C(=O)c3c(C2=O)cccc3)CCC(=O)N1,,-2.68
701,A-702,,UFNIBRDIUNVOMX-UHFFFAOYSA-N,Clc1c(c2ccc(Cl)cc2)cccc1,,-5.28
702,A-703,,UFQCLRMJHOWNLX-UHFFFAOYSA-N,Brc1cc(Nc2ncnc3c2cc2OC(COC)COc2c3)ccc1,,-3.222
703,A-704,,UGQVTTBSGZLNIL-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCSc2c1,,-2.254
704,A-705,,UJOBWOGCFQCDNV-UHFFFAOYSA-N,[nH]1c2c(c3c1cccc3)cccc2,,-4.97
705,A-706,,ULBXWWGWDPVHAO-UHFFFAOYSA-N,Clc1cc(NC(=O)OC(C#C)C)ccc1,,-2.62
706,A-707,,ULSIYEODSMZIPX-UHFFFAOYSA-N,OC(CN)c1ccccc1,,-0.48
707,A-708,,UMGDCJDMYOKAJW-UHFFFAOYSA-N,S=C(N)N,,0.32
708,A-709,,UMIPWJGWASORKV-UHFFFAOYSA-N,C(#C)CCCCCC,,-3.66
709,A-710,,UNAHYJYOSSSJHH-UHFFFAOYSA-N,S(=O)(=O)(N)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,,-5.16
710,A-711,,UNXHWFMMPAWVPI-UHFFFAOYSA-N,OC(C(O)CO)CO,,0.7
711,A-712,,UOAMTSKGCBMZTC-UHFFFAOYSA-N,ClC(Cl)(Cl)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,,-5.67
712,A-713,,UPMXNNIRAGDFEH-UHFFFAOYSA-N,Brc1c(O)c(Br)cc(C#N)c1,,-3.33
713,A-714,,UPTOWXNJLZJTGD-UHFFFAOYSA-N,O=[N+]([O-])c1c(OC)ccc(OC)c1,,-3.117
714,A-715,,UQDUPQYQJKYHQI-UHFFFAOYSA-N,O=C(OC)CCCCCCCCCCC,,-4.69
715,A-716,,UQIKOYWGLUXMNE-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1C(C(=O)OC)CCC1,,-2.084
716,A-717,,URAYPUMNDPQOKB-UHFFFAOYSA-N,O=C(OC(COC(=O)C)COC(=O)C)C,,-0.6
717,A-718,,UREBDLICKHMUKA-DVTGEIKXSA-N,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,,-3.7945
718,A-719,,UVKZSORBKUEBAZ-UHFFFAOYSA-N,C(N1CCN(C)CC1)(c1ccccc1)c1ccccc1,,-1.527
719,A-720,,UVTNFZQICZKOEM-UHFFFAOYSA-N,O=C(N)C(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,,-1.75
720,A-721,,UYXAWHWODHRRMR-UHFFFAOYSA-N,O=C1N(C)C(=O)NC(=O)C1(C)C1=CCCCC1,,-2.76364
721,A-722,,VAOCPAMSLUNLGC-UHFFFAOYSA-N,O=[N+]([O-])c1n(CCO)c(C)nc1,,-1.20351
722,A-723,,VDAMAZDKFJYVCT-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2ccc(OC)cc2)c1,,-4.222
723,A-724,,VDTNNGKXZGSZIP-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(N)cc1,,-2.18
724,A-725,,VGGSQFUCUMXWEO-UHFFFAOYSA-N,C=C,,-0.4
725,A-726,,VGPYEHKOIGNJKV-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)OC)c1ccc(N)cc1,,-1.66
726,A-727,,VGQLNJWOULYVFV-UHFFFAOYSA-N,O=C(OC)C1C(C(=O)OC)C2C=CC1C2,,-1.2
727,A-728,,VGVIKVCCUATMNG-UHFFFAOYSA-N,Clc1c(Cl)cc(c(Cl)c1)c1ccccc1,,-6.27
728,A-729,,VGZSUPCWNCWDAN-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(=O)C)cc1,,-2.06
729,A-730,,VHZXNQKVFDBFIK-NBBHSKLNSA-N,F[C@H]1C(=O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)CCCC4)CC2)C1,,-6.79588
730,A-731,,VIKNJXKGJWUCNN-XGXHKTLJSA-N,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,,-4.69398
731,A-732,,VKNITLPENCJQOP-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(OC)c1OC,,-4.37
732,A-733,,VLKZOEOYAKHREP-UHFFFAOYSA-N,C(CCC)CC,,-3.84
733,A-734,,VLYWMPOKSSWJAL-UHFFFAOYSA-N,S(=O)(=O)(Nc1nnc(OC)cc1)c1ccc(N)cc1,,-3.28
734,A-735,,VMKOFRJSULQZRM-UHFFFAOYSA-N,BrCCCCCCCC,,-5.06
735,A-736,,VOEYXMAFNDNNED-UHFFFAOYSA-N,O=C(Oc1cc(C)ccc1)NC,,-1.8
736,A-737,,VOKSWYLNZZRQPF-GDIGMMSISA-N,Oc1cc2[C@@]3(C)[C@@H](C)[C@H](N(CC=C(C)C)CC3)Cc2cc1,,-3.8032
737,A-738,,VOXZDWNPVJITMN-UHFFFAOYSA-N,Oc1cc2c(cc1)C1C(C3C(C)(C(O)CC3)CC1)CC2,,-4.84
738,A-739,,VPGRYOFKCNULNK-UHFFFAOYSA-N,O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C,,-4.63
739,A-740,,VREFGVBLTWBCJP-UHFFFAOYSA-N,Clc1cc2C(=NCc3n(c(C)nn3)c2cc1)c1ccccc1,,-3.433
740,A-741,,VSNHCAURESNICA-UHFFFAOYSA-N,O=C(NO)N,,1.12
741,A-742,,VUNCWTMEJYMOOR-UHFFFAOYSA-N,ClC1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,,-5.18
742,A-743,,VVNCNSJFMMFHPL-UHFFFAOYSA-N,SC(C(N)C(=O)O)(C)C,,-0.13
743,A-744,,VVQNEPGJFQJSBK-UHFFFAOYSA-N,O=C(OC)C(=C)C,,-0.8
744,A-745,,VVSSGCCPNDSLPL-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2S(=O)(=O)CCCc2c1,,-2.679
745,A-746,,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,,-1.008
746,A-747,,VXGYRCVTBHVXMZ-UHFFFAOYSA-N,O=C(O)c1cc2c(nccc2)cc1,,-0.043
747,A-748,,VXIVSQZSERGHQP-UHFFFAOYSA-N,ClCC(=O)N,,-0.02
748,A-749,,VXLVYFXPZGPXCT-UHFFFAOYSA-N,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(OC)cc2)c1,,-3.024
749,A-750,,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,,-2.417
750,A-751,,WBJINCZRORDGAQ-UHFFFAOYSA-N,O=COCC,,0.15
751,A-752,,WCLNVRQZUKYVAI-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(c(Cl)c(Cl)c(Cl)c3)Oc2c1Cl,,-11.221848
752,A-753,,WCYYQNSQJHPVMG-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)c(Cl)c3,,-9.950782
753,A-754,,WDCYWAQPCXBPJA-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,,-2.29
754,A-755,,WDECIBYCCFPHNR-UHFFFAOYSA-N,c12c(c3c(cc1)cccc3)ccc1c2cccc1,,-8.059982
755,A-756,,WDQPAMHFFCXSNU-BGABXYSRSA-N,Clc1ccc(Nc2/c(=N/C(C)C)/cc3n(c4ccc(Cl)cc4)c4c(nc3c2)cccc4)cc1,,-6.244
756,A-757,,WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC1(C)OC2(C)CCC1CC2,,-1.72074
757,A-758,,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,N(CCC)CCC,,-0.46
758,A-759,,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,,0.26
759,A-760,,WFJNHVWTKZUUTR-UHFFFAOYSA-N,OC(c1c2c(ncc1)cccc2)C1N2CC(CC)C(C1)CC2,,-2.63
760,A-761,,WFRBDWRZVBPBDO-UHFFFAOYSA-N,OC(CCC)(C)C,,-0.49
761,A-762,,WHTBVLXUSXVMEV-UHFFFAOYSA-N,S(=O)(=O)(Nc1c(C)cc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,,-3.8
762,A-763,,WIDHRBRBACOVOY-UHFFFAOYSA-N,Clc1c(Cl)c(c2cc(Cl)c(Cl)cc2)ccc1Cl,,-7.050001
763,A-764,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,,-1.9759
764,A-765,,WIKYUJGCLQQFNW-UHFFFAOYSA-N,Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,,-4.4
765,A-766,,WJNRPILHGGKWCK-UHFFFAOYSA-N,Clc1nc(NC(C)C)nc(NC(C)C)n1,,-4.43
766,A-767,,WJRBRSLFGCUECM-UHFFFAOYSA-N,O=C1NC(=O)CN1,,-0.4
767,A-768,,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,,-4.15
768,A-769,,WJUSVIUZCYELMK-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1C(C)CCCC1C,,-0.824
769,A-770,,WKEDVNSFRWHDNR-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(O)cccc1,,-3.59
770,A-771,,WKLCYOHFTPREOW-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2SCCC(=O)c2c1,,-3.552
771,A-772,,WLJVNTCWHIRURA-UHFFFAOYSA-N,O=C(O)CCCCCC(=O)O,,-0.25192
772,A-773,,WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)Cc1ccccc1,,-0.88838
773,A-774,,WMWJCKBJUQDYLM-UHFFFAOYSA-N,Clc1cc2Oc3c(Oc2cc1)ccc(Cl)c3,,-7.180002
774,A-775,,WPTCSQBWLUUYDV-UHFFFAOYSA-N,c1(c2nc3c(cc2)cccc3)nc2c(cc1)cccc2,,-5.4
775,A-776,,WQOXQRCZOLPYPM-UHFFFAOYSA-N,S(SC)C,,-1.44
776,A-777,,WQZGKKKJIJFFOK-UHFFFAOYSA-N,OCC1C(O)C(O)C(O)C(O)O1,,0.74
777,A-778,,WREGKURFCTUGRC-UHFFFAOYSA-N,O=c1n(C2OC(CO)CC2)ccc(N)n1,,-0.433
778,A-779,,WRKNTBMMMVTKKA-UHFFFAOYSA-N,O=C(N(CCO)C)COC(=O)c1ccccc1,,-1.09
779,A-780,,WRMNZCZEMHIOCP-UHFFFAOYSA-N,OCCc1ccccc1,,-0.74
780,A-781,,WRNGAZFESPEMCN-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)cc3,,-9.480172
781,A-782,,WTDRDQBEARUVNC-LURJTMIESA-N,O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,,-1.529
782,A-783,,WURBVZBTWMNKQT-UHFFFAOYSA-N,Clc1ccc(OC(C(=O)C(C)(C)C)n2ncnc2)cc1,,-3.61
783,A-784,,WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,,-0.4
784,A-785,,WWGUMAYGTYQSGA-UHFFFAOYSA-N,Cc1c(C)cc2c(c1)cccc2,,-4.72
785,A-786,,WWJZWCUNLNYYAU-UHFFFAOYSA-N,S=P(OC)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,,-6.24
786,A-787,,WXMYDHQMJVPNTD-UHFFFAOYSA-N,Fc1c(N2CC(N)(C)C2)c(F)c2n(C3CC3)cc(C(=O)O)c(=O)c2c1N,,-4.376
787,A-788,,WXTMDXOMEHJXQO-UHFFFAOYSA-N,O=C(O)c1c(O)ccc(O)c1,,-0.10902
788,A-789,,WXZMFSXDPGVJKK-UHFFFAOYSA-N,OCC(CO)(CO)CO,,-0.44
789,A-790,,WXZVAROIGSFCFJ-UHFFFAOYSA-N,O=C(N(CC)CC)C(Oc1c2c(ccc1)cccc2)C,,-3.57
790,A-791,,WYEHFWKAOXOVJD-UHFFFAOYSA-N,FC(F)(F)c1cc(Oc2c(C(=O)Nc3c(F)cc(F)cc3)cccn2)ccc1,,-6.897001
791,A-792,,WYKYKTKDBLFHCY-UHFFFAOYSA-N,Clc1c(=O)n(c2ccccc2)ncc1N,,-2.80245
792,A-793,,WYMSBXTXOHUIGT-UHFFFAOYSA-N,P(=O)(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,,-2.059
793,A-794,,WZJZMXBKUWKXTQ-UHFFFAOYSA-N,O=C(OCC)Nc1cc(OC(=O)Nc2ccccc2)ccc1,,-4.63
794,A-795,,WZWYJBNHTWCXIM-JLHYYAGUSA-N,O=S1(=O)N(C)/C(=C(/O)\Nc2ncccc2)/C(=O)c2sccc12,,-3.78351
795,A-796,,XADCESSVHJOZHK-UHFFFAOYSA-N,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,,-1.89
796,A-797,,XBCXJKGHPABGSD-UHFFFAOYSA-N,O=c1n(C)ccc(=O)[nH]1,,-0.8
797,A-798,,XDLPWPNVUPKKSN-UHFFFAOYSA-N,Fc1c(N2CC(NC)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,,-5.405
798,A-799,,XEFQLINVKFYRCS-UHFFFAOYSA-N,Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,,-4.46
799,A-800,,XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,,-0.04
800,A-801,,XEROSHXMTSNDBW-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCS(=O)c2c1,,-1.57
801,A-802,,XFOHWECQTFIEIX-UHFFFAOYSA-N,O=[N+]([O-])c1cc2c(c3c(cccc3)C2)cc1,,-4.723
802,A-803,,XGEGHDBEHXKFPX-UHFFFAOYSA-N,O=C(NC)N,,1.13
803,A-804,,XIGAUIHYSDTJHW-UHFFFAOYSA-N,O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,,-4.87
